user_id,hotel_id,name,rating,review,travel_purpose
108147494,1000000509788,Jessica F.,10,"Nice service, nice breakfast. so cozy :)",Business travel
104028242,1000000509788,Darmawan D.,10,Good 3* hotel for family vacation. Easy to reach and close to food and attractions in Jogja.,Family vacation
102234576,1000000509788,Budi H.,10,good service and situation is perfect for rest and relax,Business travel
125778554,409746,Myron P. W. ,4.8,"Worst five star hotel experience I've ever had. Wil never come back, never been so disappointed and the most uncomfortable stay ever. This hotel 's soundproofing is the worst ever, we could hear the other room noise clearly even till dawn, couldn't sleep, and we had to use stairs from fifth floor for breakfast because of blackout. Food is nothing special at all, better to stay another five star hotel.",Business
108000476,409746,Remiel A. S. ,5.6,"At night during bedtime, the live music sounds very loud, making me unable to sleep.
The sink leak, made all the towels placed under the sink wet.
Don’t try to ask for an extra blanket, because you have to pay the price for extra bed",Family vacation
102305055,409746,Adietta G. ,5.6,"Surprise me a 5 stars hotel like Tentrem has a Health Club open for public (membership) not only for inhouse guest, it makes the guest feel not comfort anymore and the health club facilities start become dirty. When I did treatment at The Spa, the cashier did a big mistake. He did type wrong amount 29.800.000,- , the actual amount should be 298.000,- and my debit card was deducted for the wrong amount. Although it can be solved but make me as a guest felt really disappointed.",Business travel
108221256,409746,Andi A. P. S. ,5.7,The hotel management is very bad. They didn't want to help the guest to solve the problem. Fix that.,Business travel
120060052,409746,Angie A. ,5.8,Happy with the free room upgrade given to us that make the stay special. However the cleanliness of the dining room need to be watched closely. Guests freely standing around munching and eating at the serving table is unacceptable. Waiter putting down clean utensils on table with food leftover bits laying around.,Family vacation
100598717,409746,Andika B. ,5.8,"Stayed for 2 night during last weekend with my family. We simply don't have a good rest because of the loud noise from the rave event at the lobby area for 2 days in a row. Suggest to change the hotel name, its really far from 'tentrem"". Having an event is good for your business but please also consider the comfort of your guest.",Family vacation
121037182,409746,Dhanny L. ,6.1,"Usually five-star hotel has no limit for drinking water in the room when the guest requested, we travelled around in many countries with five star hotel even in Indonesia five star hotel also. When l arrivals in the room at 9.30pm and need drinking water more, your hotel gave 2 bottles only even l told help to 3 bottles required.",Business travel
101781748,409746,Evan S. J.,6.2,Cons: 1. Disgusting toilet. Need to clean the washer. 2. Lift had their own mind. Took me 30 mins to go the designated floor. 3. We need to queue for the breakfast. 4. Pool a bit murky 5. We were designated smoking floor until I complained (then they moved us) Pros: 1. Good food 2. Great kids playground,Family vacation
103774742,409746,Dominikus D. H.,6.2,"I'm quetly comfort with all facility, but in service is disapointed",Business travel
124692008,409746,weri,6.3,"-no hot water on shower. -breakfast not so good.. -hotel parking closed ,so guest need to park the car a bit far and limited space avail down there. need to walk from other building to reach the lobby.. we stayed only 1 night and today we move to other hotel for new experience..",Staycation
104802784,409746,Diyah A. A.,6.3,"Tentrem was a great hotel with all of its great facilities. But we found out that the ambience was not satisfying and that the staff weren't really nice and helpful. We traveled with two toddlers. I mentioned that we will need a baby crib in the reservation and we never get it even until the second day. Breakfast was amazing, having a lot of varieties and tasty. But, while we have breakfast, it was very difficult to find the baby chair. The staff said that all baby chairs are occupied then my husband was going around all the hall and found out there are only 2 baby chairs that were using. I wonder if that big 5-star hotel only have two baby chairs. That is so disappointing. And then while we were swimming, the staff asked my husband to get out from the pool. He said my husband needed to wear a swimsuit which for me it was very clear that he wore that. But the staff said that it supposed to be made from parachutes material. It was very ridiculous for us. We've never been asked to get out from the pool for using swimming pants that made from cotton pants. In addition of that, my husband was only at the kids pool watching for my kids. So we thought that it was really rude. Overall, we found out that this place was not convenient for traveling with kids and that the staff's attitude needs to be improved.",Family vacation
121956189,409746,suhariati p. h.,6.4,"I have been staying at tentrem hotel everytime I visit jogjakarta. We love the greeting from the concierge, the security guard, but when it comes to front desk it was very dissapoited. When I checked in, I told the front desk guy name, eko that I need to go to restroom while he is busy arranging 2 connecting rooms for us. When I back to eko, he is actually helping other client and asked me to wait. I am a bit irritated but I can still hold my anger. After he is done with this client, he told me to wait again and I said ok. While waiting, I told eko I will get some refreshment on the side. After I came back, you know what happened?? He is taking care other client which is foreigner and ask me to wait again. I told him right away that its so impolite to ask someone to wait while you keep servicing other customers. You can feel the vibe of the frnt desk team that they love foreigner more than local. From the greeting of the front desk, you can tell their are more welcome to foreigner. Please fix it tentrem hotel. We are you guest as well! We pay money to stay in this hotel. Fyi, the first time I check in, I even give my id and credit card so he can get everything done quicker. The worst hotel ever!",Business travel
102227157,409746,Charles W.,6.4,"Our Premier Room (215) was spacious and well designed, but you can hear the live music from the lobby bar, and it was unbearably noisy. We then asked for another room. Our new room (228) was better but the AC wasn't cool enough. It was noticeably warmer than the lobby or even the hallway. A technician came twice to fix it and it got a little bit better. Later we found the reading light and master light switch didn’t work also so the lights can either be all switch on or off. It was annoying but didn’t want to waste our time to complain again and move again to another room. 

In short we expected our experience to be flawless in such highly rated 5-star facility. Unfortunately it wasn’t.",Family vacation
105749153,409746,Anang P.,6.4,"On 10-11 May 2017, I stayed in room 211. The bathroom is big but there is no glass partition in the shower area. It is just an open big bathroom, and once you take shower the water for sure was splashing on the whole floor. It makes the floor very slippery.",Family vacation
103011084,409746,Onggutomo,6.4,"For A Five Star Hotel according to my opinion this hotel still far from it. The Hotel Interior was great, It's a modern architect and feels like a 5 star hotel but their staff still need to learn how to run a 5 star hotel. When I was arrived the staff (Bell Boy) were friendly but they were not too attentive like trying to take all the bags for the guest and they didn't even greet you (only some of the staff did greet the guest). When I checked in, the staff were nice and friendly. But the Hotel Reservation didn't give me the room that I reserved. I reserved for 1 king size bed, instead they gave me 2 Bed (I only travel alone). I complained about this, but the receptionist said She can't do anything since the hotel was fully booked, and only a suite was available. I was complaining too many beds but she was trying to give me bigger rooms. For a 5 star hotel, This is really unacceptable. And in the Lift they're using touch screen for choosing the floor but somehow it was very hard to touch like a touch screen TV on a plane (very hard to operate because the screen either too sensitive or too insensitive). Anyway, the Room interior and cleanliness was great. The ambiance was great. But The Noise from next door and above floor can be heard so clear. I thought we can hear the conversation from next door, but fortunately the speech couldn't be heard. And I had to contact the Service Center/ Guest Center to complain about the room. Started from Air con it was not cold, and came an engineer. It was because the filter very dirty, so the maintenance was not in regular term. And the TV was using IPTV, had to call several times to the Guest Center, because the TV kept restarting and the decoder Box making loud noise. So many trouble for 2 night stays, without any proper apologize and any compliment. Usually, in other 5 star hotel they will try to offer you their apologize in some compliment if the guest had too many problems in the rooms. Overall, I think this Hotel is nice and good, especially the breakfast. They had so many option for the foods and the taste was great. But They need to trained the staff to be more attentive and try to take care of their reputation as a 5 star hotel.",Shopping & Culinary
101753433,409746,Widodo B. S.,6.4,"Overall, it's good but the price is very expensive.",Family vacation
107220139,409746,theresia,6.8,"I was disappointed. Although I had booked in advance 1 month prior with special request for the connecting room and re-confirmed to the hotel 1 day before check-in, I didn't get it in the end.",Family vacation
100586578,409746,Dwi R.,6.9,"Despite the luxurious building that it has, the service was bad. Starting with 1 hour check in process although we came at 2 pm. I chose my hotel carefully based on their facilities and good service. I was disappointed with Hotel Tentrem.",Family vacation
121085928,409746,Yetti S.,7,Blackout lights for several times. In a day almost 4-5 times blackout lights for 5-10 second.,Romantic Vacation
102886797,409746,Dahlia H.,7.2,Not fresh compliment mineral water,Family vacation
124941305,409746,FAHRISA R. N.,7.3,"Everything alright as supposed to be in 5* hotel, but bathroom design is really below any standard , shower was small and not open type, floor doesn't include anti-slip layer, whole bathroom is very small but has three doors, I slipped on the floor and banged my head on the door. Painful experience that will last with me for longer.",Staycation
126463342,409746,Lita J. P.,10,"Nice & big room, comfortable bed & pillow, good hospitality.",Medical
126100188,409746,Ornella C. A.,10,"Great location with amazing access. I had a pleasant stay here. The staffs are very helpful, the room is great with amazing view.",Holiday
125964479,409746,Artha D.,10,"It was okay. The room was big and clean, but the breakfast service was rather chaotic.",Holiday
125966765,409746,Fera R.,10,A good choice to stay in Jogja. Really enjoyed it😍,Holiday
125908999,409746,Belinda D. H.,10,"Super clean, comfortable, great service, strategic location. So far the best hotel to stay in Jogja.",Holiday
125862970,409746,Harry P. K.,10,Always satisfying. Room is spacy and neat with sofabed and free minibar. Kayumanis restaurant provides one of the best breakfast with local menus combined with asian and pastries.,Holiday
125805095,409746,Ahmad z. s.,10,"Really enjoy my short stay at this hotel. First the receptionist very helpful I was forgot to request my wedding anniv surprise for wife but thankfully they help me with last minutes request and successful surprised my wife. Our room is really nice and romantic, I love smell good from our room, nice balcony, really good swimming pool and super breakfast. Overall it was really good",Holiday
125657256,409746,Akhmadi A.,10,"Best hotel in town! Everything you need is here. Lovely and cozy room, Merapi view, complete facilities, and located in the middle of the city. What a wonderful hotel!",Holiday
125615526,409746,Marina J. H.,10,Always staying at this hotel when I been in Jogja.,Holiday
125271702,409746,Immaculata R.,10,nice place and very wonderful hotel,Business
125099017,409746,Salma F.,10,We had an amazing and relaxing stay while in Tentrem Yogyakarta. Would definitely stay here again for the next visit in Yogyakarta.,Staycation
125070983,409746,Gigih P.,10,definitely best hotel in Yogyakarta!,Staycation
124986571,409746,Agus T. P.,10,The perfect accommodation in Yogyakarta.,Staycation
124721500,409746,Tanti,10,"Delicious and wholesome breakfast menu, clean and spacious bedroom.",Staycation
124536776,409746,Suwasti,10,"Fantastic hotel, friendly staff, quick response, clean, very good breakfast.",Holiday
124474893,409746,Virra L.,10,"This hotel is perfect, the lemongrass aromatherapy welcomes you and got you the feel of relaxation :)",Holiday
123283545,100215,Rudi R.,5.2,"Considering the hotel is 5 star, the room is not represent the 5 star rather looks like 2-3 star hotel. Outdoor breakfast, a lot of flies are flying around the food and the servant seems doesn't care. The only good thing is the garden very nice",Family vacation
102019076,100215,Guest-k2vysv,5.3,"I can't request for twin bed, because I used traveloka. I never want to use traveloka again.",Family vacation
105348118,100215,Yuliana T.,5.4,Bad toilet bad room need renovation,Family vacation
104137464,100215,Anton T.,5.4,Far from the city Centre. In reality it's just like average 3-4 star old hotel.,Family vacation
106089902,100215,Yoan n. a.,5.7,"The room is spooky, staff not flexible. Outside appearance was nice on day light, but at night it was all dark unlike other hotel in Yogyakarta.",Romantic Vacation
106600649,100215,Ichsan S.,5.7,Unclean Room. 2* level breakfast quality.,Business travel
120171078,100215,Dewi H.,5.8,"at first time I am so disappointed to hotel service, at breakfast time all people at there more concern to foreigner, so if you local tourist you must be patient for their service. all of food is not kids friendly.",Business travel
100910465,100215,P H. ,6,Hyatt Hotel has one of the most beautiful ground and a group of staff who are so willing to help. But the hotel is so old and tired. Needs new carpeting and furnishings. The spa is gross. Old and in most cases not functioning well. Nothing is exciting there.,Family vacation
102854175,100215,Ankita T.,6.1,Great property; but rooms are very old. Bathrooms are not so clean. Limited food menu!,Business travel
103725590,100215,indri y. h.,6.1,"Almost every hours. The room service disturb us while we are doing rest at the room. Make me crazy. The worst things, she come in to the room without permission while we sleeping. For check mini bar, gave fruit, change flower, room cleaning. Oh my god I never found 5 star like that. The receptionist didn't have quick response about anything.",Business travel
108267737,100215,Soyeon S.,6.2,It was not too bad but the cleaning was not so good. A refrigerator in the room and bathroom were dirty. It seems that they hasn’t cleaned them for a long time.,Family vacation
